tweet,class,sentiment
yay president obama hands yeah buddy,1,positive
obama kicked ass debate opinion,1,positive
black people make bunch bullshit excuses cover fact voting obama black lol hilarious,-1,negative
never stop loving watching first couple one ever say obama love wife,1,positive
obama voice makes,-1,negative
obama cool ice wait war room tomorrow,1,positive
obama killed man good job proud,1,positive
debate president obama looks romney drops mic leaves stage,0,neutral
obama important job failed benghazi lost fired everything else,-1,negative
obama must really high english probably fuck everyone,1,positive
far die hard liberals obama mitt still,0,neutral
romney asking obama funds offshore obama face like bitch barely got funds lol,0,neutral
cant believe ears wrong people pro obama blind,-1,negative
wow great job obama comeback lol,1,positive
obama big big bird economy food stamps jobs education nothing,0,neutral
obama debate guys,1,positive
obama shit,1,positive
love obama threw thinks anyone else,1,positive
great debate performance president obama much improved last time,1,positive
obama hands vote,1,positive
fyi percent president obama performance tonight mitt romney president truth,1,positive
matter fuck president think obama office things get better,1,positive
everyone seems close either obama one makes ignorant need know sides,-1,negative
obama part presidency vote,-1,negative
tonight much engaged doubt vote,1,positive
baby probably look like obama years,0,neutral
see romney obama something truly matters,0,neutral
going church president barack obama,0,neutral
pres obama game tonight,1,positive
nobody given quote obama closing statement want reference,1,positive
debate dems admit obama lost debate republicans moderator fair,0,neutral
type stuff vote time,1,positive
yall hate obama gun control laws taking away making need,-1,negative
obama lie american ppl,-1,negative
well tonight obama something common losing,-1,negative
voting behind,1,positive
obama always benghazi order link video clearly call planned act terrorism,0,neutral
want obama look forward growing saying enough men staff get binders full men,1,positive
acts terror ever shake great nation pres obama,0,neutral
candy crowley obama favors libya everybody world knows truth,0,neutral
obama fought job last night may voters give another shot,1,positive
wow think left press obama looks like conservative,1,positive
fuck wrong voting obama cuz black white people house let live,0,negative
months days hours minutes seconds obama leaves office,-1,negative
barackobama president barackobama needs bring debate democratic,0,negative
president obama failure,-1,negative
obama tells strikes damn hate current govt,-1,negative
make fact americans demand answers obama know even place attacked,-1,negative
way going slam dunk like michael obama,1,negative
obama prepares post debate fight,0,negative
supports obama,1,negative
like elections seals die obama keep job jobs others,-1,negative
fear mccain would probably accomplished much right obama,0,negative
president barack obama bill hand,0,negative
obama prepares post debate fight,0,negative
working hard save country join obama ground troops want,0,negative
barack barack,0,negative
barackobama vote barackobama back chair feel good help put,1,negative
amp makes obama one gave,0,negative
weighs obama god,0,negative
michelle clean energy obama crony announces debt default,0,negative
clean energy obama crony announces debt default told million stimulus battery,0,negative
hahaha obama,0,negative
doubt obama really well tonight watching obama,1,negative
obama lose packing shit moving bikini bottom fuck bullshit,1,negative
barack obama next book,-1,negative
barack obama crony deficit using tax dollars,-1,negative
barack barack one inch doors inside defense,0,negative
deal folks media looking give obama win game changing win,0,negative
unemployment rate got better since obama became president link,1,negative
mom called hell cuz finally got talkin bout votin obama next month,1,negative
world biggest obama supporter,1,negative
actions speak louder words clinton take responsibility obama sound,0,negative
michelle obama votes early president obama voting,0,negative
unmet promises president obama via,-1,negative
obama gone ass tonight hofstra university bus driver style,1,negative
obama would rather buy oil muslim america enough oil last years,-1,negative
buck stops barack obama buck stops hillary,0,negative
guys power really comes obama debate,0,negative
part long year process create known barack hussein barack work political,0,negative
obama totally come style top hat real american playing would win fast,1,negative
team obama looks debate redemption,0,negative
give george bush years fuck expect obama clean plus years bullshit one term,1,negative
obama weighs mariah nicki beef president obama preps debate tonight,0,negative
amp policies obama taken care need law,1,negative
obama nicki minaj sort,0,negative
michael eight things obama needs debate,0,negative
hope obama tonight,0,negative
pressure obama,0,negative
could bush save obama ohio via,0,negative
jay president obama power voice,1,negative
wish would stop obama pictures make appear smh sometimes feel hope,1,negative
ryan obama debt crisis paul ryan fox nation,-1,negative
equality president barack obama,0,negative
say obama would ban,0,negative
daily cool hand barack,0,negative
obama delivered pizza volunteer campaign workers weekend obviously preparing life private sector,-1,negative
loving life president obama mariah carey amp nicki minaj stop fighting via,0,negative
wonder obama take fall obama,0,negative
vote obama,1,negative
bush administration suspicious person amp obama administration suspicious person murder,-1,negative
abt bush day obama day,0,negative
voted barack obama agree pick best candidate job,1,negative
jus asked sit behind michelle obama,0,negative
think obama debate pressure,0,negative
obama town streets everyone come today avoid hofstra day,0,negative
obama base,0,negative
students elect president obama student vote,0,negative
dope interviews calls president obama debate performance,0,negative
surprise women turning away obama care children future debt dumb like dems think,-1,negative
clean energy obama crony announces debt default,-1,negative
agree gene simmons obama piss poor president,-1,negative
students rally president obama tonight debate,0,negative
told mom looked like white michelle obama even say thank wow rude best,0,negative
saying obama good job saying rational things deal,1,positive
interesting question though obama rap song come would vote,0,negative
obama got back every dime bailout cbo bailout lose billion via,-1,negative
obama morgan freeman,0,negative
election gay marriage government woman obama might get reelected,-1,negative
questions obama,0,negative
presidential election obama win people lazy hope,-1,negative
obama vision thing,0,negative
biden debate obama admin islamic syria,-1,negative
clean energy obama crony announces debt default,-1,negative
time israel president obama weighs idol feud,-1,negative
ceo employees fire president obama wins election,-1,negative
hey obama supporters explain still waiting,0,neutral
obama supporters low information voters,1,positive
red true expect obama rude aggressive,-1,negative
obama golfing bin laden plan without,-1,negative
update clean energy obama crony files bankruptcy received million porkulus funds,-1,negative
obama town hall debate promises via,0,negative
president obama wins poll plus good news via,1,negative
bush administration suspicious person amp obama administration suspicious person murder,-1,negative
photo national security left talks president barack obama,0,negative
attack obama,0,negative
shut one cares much hate obama many,-1,negative
gallup women turning away obama,-1,negative
obama real war women ask hilary,-1,negative
obama attack iran iran rational actor,0,neutral
obama skills excuses prove responsible anything dont need,-1,negative
obama prepares post debate fight via,0,negative
obama world leaders got,-1,negative
either obama know muslim world failure,-1,negative
dad something obama sucks,-1,negative
hillary take responsibility benghazi obama watch,0,negative
fuck obama win last time,-1,negative
navy seals die libya obama keep job send hillary instead,-1,negative
michelle obama middle huge recovery via head crap,0,negative
conservative hillary falls obama sword,0,negative
proof anti american news new threats riot obama loses election,0,neutral
former heads obama need state efforts via,0,negative
obama picks sides nicki minaj mariah carey feud via,0,negative
obama want second term answer,0,negative
charts get obama reelected via politics,1,positive
threat obama second term,0,neutral
obama,0,negative
obama part,0,negative
video obama campaign says potus aggressive tonight firm debate,1,positive
obama wins think anybody,1,positive
obama well tonight,0,negative
armed forces show overwhelming support obama opensecrets blog opensecrets,1,negative
armed forces show overwhelming support obama opensecrets blog opensecrets,1,positive
hillary falls obama sword,0,negative
barackobama barackobama fan agree paul ryan heard lot speeches barackobama results,-1,negative
debate obama george bush trillion deficit washington,0,negative
hillary falls obama sword conservative byte via,0,negative
obama,1,negative
days away obama,0,negative
black person white transportation case obama,0,negative
dick fox news obama libya attack ppl use words cover sick ass hole vote obama,1,negative
hillary falls sword obama big news last night hillary clinton taken,0,negative
new threats riot obama loses election alex war mind obama,0,negative
set tomorrow obama,0,negative
niggas got enough white build barack house,0,neutral
bob keep blaming bush agree obama economy fox news,-1,negative
obama via,0,negative
president obama end year war iraq,1,negative
obama lies got back every dime bailout cbo bailout lose billion,-1,negative
obama wins public employees obama majority country,0,neutral
debates matter performance barack obama first presidential debate,-1,negative
debates matter polls matter obama win election,1,positive
seems never update clean energy obama crony files cont,-1,negative
awesome class today thank president obama,1,negative
pres obama clinton,0,negative
elect president obama endorsed president obama via,1,negative
hillary clinton takes responsibility libya guess call gone instead obama first place,0,negative
amp obama administration strike strike,0,negative
days election day ready cheer president obama tonight debate obama biden,1,negative
obama defend intel,-1,negative
worse record obama ceo,0,negative
national obama,0,negative
obama amp team success rate telling full story,-1,negative
clinton takes responsibility benghazi obama,0,negative
obama qaeda armed qaeda took half news,-1,negative
believe said obama needs back country came chicago lol,1,positive
seen last negative campaigning obama campaign,-1,negative
video obama lose ohio,0,negative
obama work dem senate passing budget past years,-1,negative
free country sure people obama stuff,0,neutral
obama signs,1,positive
agree gene simmons obama piss poor president,-1,negative
unmet promises president obama,-1,negative
letter first lady michelle obama future american women,0,negative
good obama important issues time,1,negative
uncle obama like,0,negative
crap entire point total lack security libya great obama responsible,-1,negative
politics obama leadership hillary long ago amp running media,0,neutral
mean rich people ross perot afford obama,-1,negative
seems new day statement true obama want president wanted president,0,neutral
obama picks sides nicki minaj mariah carey feud source tuesday october,0,negative
looks like hillary obama two,0,negative
obama,0,negative
new threats riot obama loses election conservative byte via,0,neutral
pressure obama check romney surge debate fox news abc obama check romney surge,0,negative
gallup women turning away obama conservative byte via,-1,negative
obama took first step black race power,0,negative
obama part amp team really think better ppl,-1,negative
real issues mariah carey nicki minaj sort feud says barack obama,0,negative
obama got back every dime bailout cbo bailout lose billion,-1,negative
full people rest money still obama,-1,negative
obama voters voting skin color policies see,-1,negative
update clean energy obama crony files bankruptcy received million porkulus funds,-1,negative
company going bankrupt obama unemployed well least govt workers,-1,negative
obama expected come swinging tuesday debate,1,negative
hillary obama engenders sort fealty seems like inept civil servant many,-1,negative
obama america send one liberal,-1,negative
reagan matter obama,1,positive
republican jewish says obama understand economy understand presidency,-1,negative
son senate candidate opportunity send president obama back chicago kenya,-1,negative
obama style looking,0,neutral
obama followers idea many countries set ended poverty,-1,negative
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
obama prepares post debate fight washington post blog obama prepares post debate,0,neutral
obama new york maybe drop news slap hell videos,0,neutral
obama war coal workers turning dems via,-1,negative
obama losing debate tonight,0,neutral
liked video obama full version,-1,negative
michelle obama injured ohio crash,0,neutral
knew obama born indonesia,-1,negative
obama admin sucks foreign policy suck cover ups,-1,negative
please help support obama add,1,positive
barack obama history failure fast amp furious failed energy policy hillary clinton libya,-1,negative
blame benghazi stop obama via media,-1,negative
obama weighs mariah nicki beef president obama preps debate tonight head state,0,neutral
president obama pass law spend time kids,0,neutral
president obama know got bin laden brought troops home gon free lil,0,neutral
tell caused mess president obama inherited,0,neutral
obama thinks clear got clinton take blame needs fire death ambassador happen,-1,negative
obama obama,0,neutral
bitch look like obama,0,neutral
see many times obama caught tomorrow,-1,negative
anti abortion racist video attacks obama,0,neutral
blue dress obama wore bill clinton let take blame,-1,negative
obama got tonight,1,positive
update clean energy obama crony files bankruptcy received million porkulus funds,-1,negative
obama anyone help kind,0,neutral
simple men families men success thru hard work obama biden best represent,1,positive
obama picks another loser stimulus systems files bankruptcy lose million,-1,negative
wish would stop obama pictures make appear smh sometimes feel hope,1,positive
biden debate obama admin islamic syria,-1,negative
something hillary obama state incompetence also incompetence administration,-1,negative
newt last night problem obama five words unemployment gasoline benghazi amp big bird,-1,negative
reporting obama biden alert,0,neutral
thing obama supporters actor need keep views done,0,neutral
obama got back every dime bailout cbo bailout lose billion via,-1,negative
nobody knew obama camp kept saying leader holy war,-1,negative
hillary gets look like leader msm cover make obama look small amp liar amp weak leader coverup,-1,negative
michelle obama today okay honestly care bring romney,0,neutral
wow pres obama took time comment feud minaj amp mariah carey one cool president,1,positive
obama supporters like old half work,-1,negative
obama spends million bring aid enemy,-1,negative
media obama strategy rush limbaugh show,0,neutral
months days hours minutes seconds obama leaves office,-1,negative
end obama regime unemployment fall back pres bush average first year,-1,negative
obama wins move new york,0,neutral
obama endorses senate hill ballot,0,neutral
new obama debate history,0,neutral
dear obama,0,neutral
obama repeat help brothers help george brother kenya,-1,negative
obama town hall debate promises,0,neutral
obama else current world america know,0,neutral
vote obama vote lies coverup,-1,negative
bad people sometimes kill overseas president obama america,-1,negative
vote obama,1,positive
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
obama,0,neutral
debates matter performance barack obama first presidential debate,-1,negative
obama think crowley armed questions used follow,-1,negative
doubt pres obama really well tonight watching obama,1,positive
yeah christian barack obama,0,neutral
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
hillary clinton obama tonight debate,0,neutral
team obama damage control,0,neutral
everyone watch tell still vote obama,-1,negative
hillary falls sword benghazi obama,0,neutral
clinton takes obama libya,0,neutral
possible obama mean cares,0,neutral
obama victory getting back percent obama,1,positive
social media obama allowed hillary take fall,0,neutral
barackobama vote already president barackobama find vote early,1,positive
also voting states barackobama president barackobama vote,1,positive
know happens chicago people speak different washington based obama administration,0,neutral
obama picks sides nicki minaj mariah carey feud via,0,neutral
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
black clear obama better,1,positive
obama ask clinton stand tonight debate,0,neutral
obama owns shares stock outsourcing american jobs,-1,negative
msm online poll margin early voters help obama via,0,neutral
barackobama barackobama follow plz,0,neutral
applauds obama gay rights health care tweeting last week support president obama,1,positive
obama show empty chair maybe show next evil war,-1,negative
obama biden life state,-1,negative
obama worth view,0,neutral
responsible lies rice obama blame else bush,-1,negative
debate crucial obama,0,neutral
statement former obama supporter,0,neutral
obama picks sides nicki minaj mariah carey feud source news president obama,0,neutral
barack obama nicki minaj mariah carey via,0,neutral
applauds obama gay rights health care tweeting last week support,1,positive
great work tell like take obama alex thanks,0,neutral
michelle obama,0,neutral
obama blames hillary libya kerry debate bush everything else rush limbaugh show,-1,negative
another obama executive order allows seizure americans bank accounts bank accounts twitter,-1,negative
applauds obama gay rights health care tweeting last week,1,positive
obama long read,-1,negative
barackobama plz look like need tonight michelle barackobama,-1,negative
gop make obama appear like angry black man gives tonight win,0,neutral
got coal dust see died cancer ohio say obama anti coal,-1,negative
obama phone lady none happy youtube,-1,negative
vote obama president,0,neutral
hot many like would vote straight democratic ticket anyway obama african american,1,positive
cheat sheet win obama,1,positive
cheat sheet win obama,1,positive
cheat sheet win obama,1,positive
obama got back every dime used bailout cbo bailout lose billion,-1,negative
shit real watch barack obama win goin youtube,0,neutral
let obama,1,positive
cheat sheet win obama,0,neutral
came bush despite spending rep pres obama kept promise deficit,1,positive
obama supports use defend position blaming bush,-1,negative
carey minaj sort feud says barack obama quite obviously issue clear middle election,-1,negative
read tweet obama dinner must,0,neutral
america people talk rich per dinner obama rich pay attention,-1,negative
voting obama weeks,1,positive
obama gets reelected drinking,0,neutral
obama financial gas policy amp christian america,-1,negative
hope obama win hope,1,positive
yes gas basically months obama took office gas,0,neutral
nixon media get hillary fault barack knew nothing media next,0,neutral
report changes everything obama,0,neutral
hillary takes responsibility attack libya rice obama biden cover,-1,negative
obama claim know need better lots different team worry,0,neutral
keep saying saying obama needs sound less mean,0,neutral
taking money obama like getting death know done matter,-1,negative
liar endorses liar least endorsement time obama,-1,negative
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
obama thing blame,-1,negative
tom calls paul ryan says obama sucks corporate spin,-1,negative
days election day ready cheer president obama tonight debate obama biden,1,positive
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,0,neutral
explain obama budget wait make one,-1,negative
people died bush lied people died obama lied,-1,negative
obama needs dangerous white house gov control needs people open eyes,-1,negative
obama admin considers october surprise libya attack obama,0,neutral
barack obama done little america racist domestic policy,-1,negative
even polls past days still obama win election,1,positive
ross perot afford obama new plan solar new plan put place obama,-1,negative
obama added news twitter list ones hollywood left might know,0,neutral
later obama military strike benghazi attack knew heard news say obama must act tht,0,neutral
barackobama let barackobama,1,positive
truth obama shipped recovery overseas,-1,negative
biden debate obama admin islamic syria,-1,negative
obama hillary please please say fault tuesday debate take heat lack leadership,-1,negative
nobody job obama campaign expectations debate,1,positive
team obama looks debate redemption via,0,neutral
big says obama anybody amp say got libya terrorists,0,neutral
say obama lazy,0,neutral
hillary clinton obama benghazi scandal,0,neutral
making nightmare obama,0,neutral
let presidential election obama,0,neutral
water lied ass obama speech cnn among others,0,neutral
obama omg crazy,0,neutral
hillary takes responsibility obama kept lie going long knew truth attacks knew,-1,negative
obama tax dollars study thank obvious study women reading bad news,-1,negative
also abt obama gives weapons qaeda syria,-1,negative
obama wants use drone strikes attention away failure,-1,negative
breaking obama security grow economy,0,neutral
hey vote obama,1,positive
obama lose packing shit moving bikini bottom fuck bullshit,1,positive
barackobama barackobama,0,neutral
koch industries ceos warn employees layoffs obama reelected ticket yahoo news via,0,neutral
obama,-1,negative
billion medicare obama friends among,-1,negative
michael eight things obama needs debate via,0,neutral
obama love obama,1,positive
continues barack obama fox news president barack obama sounds awkward,0,neutral
need watch presidential debate tonight want president obama win get people vote,1,positive
look actually obama talking good show,0,neutral
obama hit fake libya save face like clinton amp kenya dems aint nothing tigers,-1,negative
obama refuses blame libya stop taking credit bin laden leaders ways true,-1,negative
obama fallen behind polls,-1,negative
second presidential debate things watch things watch president barack obama former,0,neutral
koch brothers threaten fire employees obama wins,-1,negative
happy debate day show team got stand team obama biden,1,positive
saw white version barack obama,0,neutral
arlen specter president obama flag half staff today,0,neutral
ways obama election african americans,0,neutral
george obama amp going,0,neutral
president obama lead cyber security policy michael,0,neutral
obama cut billion health care troops via,-1,negative
obama likely blow second debate hot air via,0,neutral
thing gop use pres obama libya seriously keep military every embassy,1,positive
mine barack obama fair enough,1,positive
must make priority watch presidential debate obama,0,neutral
obama lies got back every dime bailout cbo bailout lose billion,-1,negative
sure king would cool obama reading quote,-1,negative
obama love vote,-1,negative
went obama town hall debate promises,-1,negative
one middle lost job obama administration obama,-1,negative
obama never lied far aware,1,positive
remember fought right handed obama,0,neutral
news america finally seeing obama,-1,negative
obama endorses,0,neutral
obama obama,0,neutral
hillary obama engenders sort fealty seems like inept civil servant many,-1,negative
abbas letter obama president abbas told president obama,0,neutral
try abbas letter obama president,0,neutral
getting ready obama,1,positive
obama golfing bin laden plan without,-1,negative
dear america turn single obama policy elect republican house senate amp please get message,-1,negative
krauthammer libya cover obama thought media look via,-1,negative
way barack obama handling job president approve university,0,neutral
obama make better second time around,0,neutral
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,0,neutral
obama systems green energy economy,0,neutral
waiting line see first lady michelle obama,0,neutral
president obama preps debate tonight head took time nicki minaj,0,neutral
mama obama obama one word obama looks,0,neutral
obama win debate tonight,1,positive
something know water barack obama,0,neutral
let see obama got tonight mean keep going bring heat,1,positive
vote obama vote scandal,-1,negative
charts get obama reelected via politics,1,positive
obama funny,0,neutral
obama man,1,positive
man wearing obama tries people,-1,negative
yes agree sad people see see praying god show obama,-1,negative
right wing reminds president obama left wing reminds black,-1,negative
battery maker obama declares bankruptcy,-1,negative
wall street done much damage american social teachers unions let hear obama say,-1,negative
obama win probably changed socialist states,-1,negative
barackobama days election day ready cheer president barackobama tonight debate barackobama biden,1,positive
obama debate promises,-1,negative
seeing michelle obama line school problem,0,neutral
done tried shoot nigga obama,0,neutral
shit want obama phone free see youtube video amp embarrassment,-1,negative
president obama new campaign jay,0,neutral
battery maker received million obama administration declares bankruptcy,-1,negative
electric car battery maker systems files bankruptcy many great jobs potus obama,-1,negative
graham strikes libya obama gets lot,-1,negative
debate prep world change facts barack last four years disaster barack,-1,negative
boss back campaign springsteen obama ohio iowa,0,neutral
bought pop pop jewish americans obama,0,neutral
lmfao vote obama obama romney,1,positive
obama makes obama,0,neutral
couple photo destroying obama front sign fox news via,0,neutral
cbs news obama preps debate cbs news cbs news williamsburg days americans,0,neutral
obama would find ass,0,neutral
least old joe lie words without obama one,-1,negative
americans died obama lied went vegas get campaign americans waiting word obama,-1,negative
little stop babies barack obama abortion,0,neutral
last election rally saying afraid obama muslim mccain,0,neutral
obama god years,0,neutral
obama support check,1,positive
excuse white house say obama biden know benghazi,0,neutral
woman debate calls obama communist,0,neutral
better chance obama calling back lol sad,0,neutral
early voting ballot show lead obama iowa ohio vote,1,positive
threats riot obama loses internet,0,neutral
barack obama approve message gives shit,0,neutral
expect community obama next debate,0,neutral
muslim obama,0,neutral
let forget obama went party vegas killed knew real time,-1,negative
morgan freeman voice obama commercial haha know get reelected,1,positive
newt clear obama team biden lie benghazi alex,0,neutral
obama grabs wide lead among already voted reuters ipsos poll washington reuters,1,positive
obama grabs wide lead among already voted reuters ipsos poll reuters,1,positive
obama,0,neutral
watching new obama mama,0,neutral
obama grabs wide lead among already voted reuters ipsos poll reuters abc news obama grabs,1,positive
voting better voting obama,1,positive
everything obama wants declare protect self rights,-1,negative
start really obama great make sure head,1,positive
way must obama way,-1,negative
black people support obama black huffington post black people support obama,0,neutral
sullivan thinking early voter obama,-1,negative
seems like everyone forgot obama got revenge killed osama obama obama justice america,1,positive
iran engaged cyber warfare warfare united states nothing obama foreign policy weakness,-1,negative
obama,0,neutral
video new barack obama support,0,neutral
special fox news reporting behind obama green agenda missed first time set,0,neutral
ohio prove obama goal line defense tough working,0,neutral
murdoch predicts nightmare israel obama wins white house still lying benghazi via,-1,negative
since obama progress afghanistan rather lowered,-1,negative
charts get obama reelected actually charts,1,positive
msm asking obama know know ambassador,0,neutral
obama able move nation time change,-1,negative
question obama libya act war would sent,0,neutral
obama bailout communist china,-1,negative
yall tried sunday black people support obama black,0,neutral
obama second debate cnn president barack obama,0,neutral
obama foreign oil promise,-1,negative
new obama tells threat global war nothing compared obama faced,1,positive
nytimes public obama drone instead shooting click link,0,neutral
vote barack obama twitter presidential election,1,positive
shame obama pocket american gave success give,0,neutral
obama better job gop would nation repeat history rather remember,1,positive
democrats coal states obama policies join talk,0,neutral
add list angry biden obama mitt man,-1,negative
voting obama talking shit voting romney decision,1,positive
barack obama presidency helped cause black people report,-1,negative
obama obama told prince would,0,neutral
obama leads among early voters poll via,1,positive
obama leads among early voters poll via,1,positive
sorry butt seeing change coming obama side well,-1,negative
obama foreign policy stick heads,0,neutral
obama owns shares personally benefits outsourcing jobs china,0,neutral
obama president,1,positive
knew obama born indonesia,0,neutral
respect views always disagree obama pro small business,-1,negative
axelrod refuses say whether obama met security team heading vegas via,0,neutral
obama leads among early voters poll via,1,positive
obama cover act war america really happened benghazi,-1,negative
obama sorry know really,0,neutral
another ceo threatens fire employees obama wins via,1,positive
journal star editorial obama best middle class obama,1,positive
see interview endorsed obama,0,neutral
way running away real issue obama protect americans working part world,-1,negative
obama hope use sensata going romney bain raised chinese flag illinois,-1,negative
obama campaign defense libya attack call,0,neutral
president obama williamsburg,1,positive
barack obama,0,neutral
obama owns sensata stock,0,neutral
passed obama,0,neutral
big obama bill people put country hands shame,-1,negative
million year amount bill donated obama campaign made billion,0,neutral
miners fight back obama absolute lies via,-1,negative
maybe believe obama economy stock market higher bush,-1,negative
benghazi gate two seals obama october surprise romney ryan,0,neutral
yahoo obama says debate prep going great works aggressive williamsburg virginia reuters,1,positive
update obama says debate prep going great works aggressive obama delivers pizza,0,neutral
vote alert resort obama debate,0,neutral
obama day,0,neutral
moment realize obama car,0,neutral
michelle obama smile,0,neutral
first job say thank voted going get vote next time barack obama likely,-1,negative
know obama thinks lose morgan freeman narrate commercial,0,neutral
abc censors obama communist joke,0,neutral
obama address terrorism outsourcing iran via,0,neutral
obama turn power loses reelection,0,neutral
getting volunteer obama biden,0,neutral
says obama keep shut via,0,neutral
obama health care obama jobs obama women rights obama student loans choice future,1,positive
another reason vote obama,1,positive
obama barack obama supports policies bankrupt social security putting americans risk,-1,negative
liked obama signs executive order protect troops college,1,positive
uses obama swag,0,neutral
black people support obama black,0,neutral
got right stop gop racism president obama bad even call,1,positive
obama bungled syrian revolution,0,neutral
bought obama movie demand mistake wow,0,neutral
gingrich insists obama libya cover worse watergate via,-1,negative
second debate obama faces challenges key issues reuters,0,neutral
morgan freeman narrating vote obama commercials,0,neutral
obama morgan freeman talking,0,neutral
morgan fucking freeman obama commercial way win election,0,neutral
morgan freeman narrated barrack obama commercial wins default,1,positive
morgan freeman campaign commercial well played obama well played,1,positive
heard morgan freeman voice obama add well know vote going,1,positive
okay well obama failures try make false claims abt romney,-1,negative
jason thompson send obama back chicago kenya via,0,neutral
presidential race could ballot candidates york president barack obama lead,1,positive
would like meet president barack obama,1,positive
rally farrakhan obama fight,0,neutral
obama win eyes open vote romney obama trying hard next debate,1,positive
obama owns sensata stock sensata moving jobs china obama picks losers others pay,-1,negative
hahaha name obama white,1,positive
nevada johnson mostly obama,0,neutral
maybe short something obama sure hot,0,neutral
vote obama cuz mom owned business middle class step new job class,1,positive
obama team vows president aggressive debate puts bain,0,neutral
record obama one best presidents history learn school,1,positive
real unemployment reality disastrous obama economy truly,-1,negative
ceos warn employees layoffs obama reelected,-1,negative
barack obama rev wright low,0,neutral
destructive president new book obama shows obama,-1,negative
benghazi doors left kicked obama looking,0,neutral
libya cover hillary clinton obama benghazi bus,-1,negative
gop senate candidate son opportunity send obama back kenya,0,neutral
friend told dem friend need bull obama killed,-1,negative
got aint voting obama white real chicago style nation vote,1,positive
second debate obama faces challenges key issues,-1,negative
second debate obama faces challenges key issues,0,neutral
obama son,0,neutral
obama large new york tea party four,0,neutral
economic analysis weak economy debates reveal obama biden got takes,-1,negative
parents teachers friends obama omg,0,neutral
president debate obama must show strength terrorists killed far expect list please,0,neutral
nov election must read destructive president book obama hate,-1,negative
shot fired obama campaign office,0,neutral
senator cover obama libya philadelphia inquirer,-1,negative
know obama info right guy race tied big,0,neutral
obama campaign coal miners lies via,-1,negative
next step wonderful word children barack obama president forever,1,positive
obama respond libya took responsibility,0,neutral
president obama free president lol come lady take,0,neutral
vote obama,1,positive
next step wonderful word children barack obama president forever,1,positive
omg hey bet barack obama dick look jus like,0,neutral
seal team family obama rules getting warriors killed,-1,negative
obama back small national lead via,1,positive
sunday biden obama chicago,0,neutral
gop senate candidate son opportunity send obama back kenya shit got real racist,-1,negative
barack obama october,0,neutral
obama campaign coal miners lies,-1,negative
one likes obama agree blue state vote moral personal anything else,-1,negative
sick obama regime always blaming everything everyone else failures obama,-1,negative
benghazi gate far worse watergate people died coverup even worse hillary hiding obama blaming intel pointing,-1,negative
going see michelle obama today,0,neutral
think obama skills,0,neutral
obama wars key issues could lead losing,-1,negative
seal team family obama rules getting warriors killed via,-1,negative
hey tell everyone obama killed osama economy freedom,1,positive
obama step game tomorrow debate,0,neutral
obama packing swing set nov like dinner tomorrow obama going coming,-1,negative
obama admin used benghazi consulate despite previous terror attacks,-1,negative
destructive president new book obama studies obama use,-1,negative
obama easy,0,neutral
obama owns shares sensata personally benefits outsourcing jobs china obama fox nation,-1,negative
obama best choice president journal,1,positive
like obama job performance,0,neutral
obama bungled syrian revolution washington post,-1,negative
yet still get black vote obama helped cause black people,-1,negative
think obama job performance,0,neutral
well said giuliani accuses soledad brien working obama,0,neutral
obama obama stick guy move forward americans president obama,1,positive
really love new dog average name obama,0,neutral
michelle obama like political version,0,neutral
obama still thinks chicago lying many people blind,-1,negative
obama lies remember without teleprompter screw let clear lol,-1,negative
reading gingrich insists obama libya cover worse watergate,-1,negative
food obama signs ohio poll,0,neutral
parents president obama,0,neutral
since obama progress afghanistan rather lowered,-1,negative
obama leads recent,1,positive
candy crowley sort put obama romney could little thing,0,neutral
obama solar loan white house,0,neutral
gingrich insists obama libya cover worse watergate via media,-1,negative
ways obama slam romney tomorrow debate via,0,neutral
saw new obama morgan freeman great actor terrible message blame blame blame,-1,negative
obama talks math talk math trillion deficit math million unemployed math economy,0,neutral
best way showing hate country vote obama obama nation obama romney obama supporters,-1,negative
son republican senate candidate says send obama back kenya,-1,negative
yeah space jumping registered voters think obama likely jumping,0,neutral
well let right know lmao care worry michelle obama,0,neutral
obama step tomorrow wants elected,-1,negative
obama nicki minaj mariah carey news channel,0,neutral
obama lose erection cause niggas focused gay marriage instead economy,0,neutral
probably vote obama feel financial education,1,positive
murdoch predicts nightmare israel obama wins white house still lying benghazi via,-1,negative
koch brothers threaten fire employees obama wins,0,neutral
obama working americans need start working,-1,negative
pro obama signs near food close poll,0,neutral
democrats obama still economy stupid momentum tuesday debate president,-1,negative
obama fans riot leave mitt wins,1,positive
moral leadership obama show tomorrow debate performance real,0,neutral
coal miners ask obama stop absolute lies news sports jobs,-1,negative
bad ass obama,1,positive
obama america via,0,neutral
obama plans show wide open financial times,0,neutral
obama usa obama catholic peace time america,-1,negative
president barack obama wife family,1,positive
obama support syrian rebels cnn,0,neutral
obama running empty,-1,negative
perfect telling years report obama spends days debate,0,neutral
women election three weeks left step support obama,1,positive
jay new video obama video via,0,neutral
